cancel  v.删去,取消
dominate  vt.在…中占首要地位;支配,统治;俯视vi.处于支配地位
delinquent  adj.拖欠的
gracefully  adv.优雅地
Christ  n.基督，救世主，耶稣
area  n.面积；地区，地域；领域，范围
manifestation  n.表明
moisture  n.潮湿，湿气，湿度
remunerative  adj.报酬高的,有利润的
sloth  n.懒惰；树懒(一种动物)
insolate  v.使暴晒
success  n.成功；成就
authority  n.权力;威信;当局;权威
eavesdropper  n.偷听者,窃听者
young  a.年轻的
avenge  v.报复
obsolete  adj.废弃的,过时的
competitiveness  n.竞争能力
decomposition  n.分解,腐烂,崩溃
enfetter  v.给...上脚镣;束缚,使受制于
lenient  adj.宽大的；仁慈的
eloquence  n.雄辩；口才，修辞
inexhaustible  adj.用不完的,取之不竭的
post-office  n.邮局
marginal  a.记在页边的，旁注的；(意识)边缘的
reputed  adj.一般认为的;有名气的
best-selling  adj.畅销的
ejaculation  n.射出;突然大叫
mobile  a.可动的，活动的，运动的
retrospective  adj.追想的,回顾的
armistice  n.休战,停战
tattered  adj.衣衫褴褛的；破旧的
taint  v.玷污,败坏
acidity  n.酸味,酸性
complaint  n.抱怨，诉苦，怨言，控告；疾病
pinnacle  n.尖塔；山峰,顶峰
ulcer  n.溃疡
magazine  n.杂志
pocket  n.衣袋
freeway  n.高速公路
indifference  n.冷淡，不关心
offense  n.得罪,错事(/offence)
channel  n.海峡，水道；信道，波道；路线，途径
inception  n.开端,开始,取得学位
cutter  n.用于切割的器械
focus  n./v.焦点,集中;(兴趣活动等的)中心;聚集
entire  a.全部的
approach  v.接近;着手处理;n.接近;方法;途径
wrist  n.腕，腕关节
exaggeration  n.夸张
overshadow  v.遮蔽,使失色
mule  n.骡子
paleography  n.古文字学
unconscionable  adj.无节制的,过度的
shopkeeper  n.店主
camel  n.骆驼
normalize  v.使正常，使标准化
genteel  adj.上流社会的;装作彬彬有礼的
bump  v./n.撞击;颠簸地行驶;凹凸不平;ad.猛烈地
precursor  n.先驱,先兆
cameo  n.浮雕宝石;生动刻画;(演员)出演
write  v.写
arid  adj.干旱的;枯燥的
explicate  v.详细解说
musical  a.音乐的；有音乐才能的n.音乐片
aria  n.独唱曲,咏叹调
bulb  n.鳞茎,球茎,球状物
loyalty  n.忠诚，忠心
unconventional  adj.不依惯例的,异常的
dismiss  vt.解雇;解散;不考虑;消除
interpolate  v.插入；窜改
classroom  n.教室
picnic  n./vi.野餐
underlying  a.含蓄的,潜在的;在下面的
abysmal  adj.极深的；糟透的
verisimilitude  n.逼真,可能性
intelligence  n.智力，聪明；理解力；情报，消息，报导
harshly  adv.严酷地,无情地
shadowy  a.有影的；幽暗的
winner  n.获胜者，优胜者
arrogance  n.傲慢
install  vt.任命;安装,安置
ambience  n.环境,气氛
strongly  ad.强壮地，强烈地
bulk  n.容量;体积;大块
bull  n.公牛,雄性的鲸、象等大动物
despair  n./vi.绝望,丧失信心
champion  n.冠军
disputable  adj.有争议的
iniquity  n.邪恶,不公正
circuit  n.周游,电路,协会
American  n.美国人
breeder  n.饲养员
restrict  v.限制，约束
instant  a.立即的；紧迫的；(食品)速溶的n.瞬间，时刻
buoy  n.浮标；救生圈；v.支持,鼓励
mason  n.泥瓦匠,石匠
backset  n.倒退
legislate  v.制定法律
gavel  n.(法官所用的)槌,小木槌
costly  a.昂贵的，价值高的，豪华的
hoodwink  v.蒙混,欺骗
motivational  a.激励性的
documentary  a.文献的n.记录片
hitherto  ad.到目前为止，迄今
jejune  adj.空洞的；不成熟的
consequence  n.结果，后果，影响；重要性
bodyguard  n.保镖
particularly  ad.特别，尤其，格外
dominant  a.支配的，统治的，占优势的
heading  n.标题
heckle  v.诘问,困扰
lampoon  n.讽刺文章；v.讽刺
scribble  v.乱写,乱涂
jaded  adj.疲惫的；厌倦的;(胶卷)暴光过分的
writ  n.命令状,书面命令
framework  n.构架,框架
impractical  v.不可行的
ravel  v.纠缠,纠结
entity  n.实体,统一体
tide  n.潮汐;(舆论,公众情绪)潮流趋势
remoteness  n.遥远，疏远
expressway  n.高速公路
bacteria  n.细菌，培养基
equally  adv.相等地，相同地
infirm  adj.虚弱的
supernatural  adj.超自然的
sapient  adj.有智慧的
sustained  adj.持久的,经久不衰的
associate  vt.把…联系在一起;使结合vi.(with)交往n.伙伴adj.副的
scrupulous  adj.谨慎小心的,细心的
buttress  n.拱墙,拱壁
detract  v.降低
rejoin  v.回答,答辩
whether  conj.是否
compendium  n.简要,概略
headstrong  adj.刚愎自用的
beneath  prep.在…下边，在…之下ad.在下方
void  n.真空,空白;空虚感;空隙;a.无效的;空的,没有的,缺乏的;vt.使无效
libation  n.奠酒(给神献酒)
ritual  n.仪式,例行习惯
flavoring  n.香料,调味品
splinter  n.尖片,裂片
basin  n.盆，脸盆；内海，盆地
tick  n.(钟表)滴答声,一刹那v.用勾作为记号
basis  n.基础，根据
affected  adj.不自然的；假装的
resolute  a.坚决的，果断的
army  n.军队
unresponsive  adj.反应迟钝的
arms  n.武器
governor  n.统治者，管理者，总督，州(省)长
basic  a.基础的
twist  vt.捻,搓;扭转;盘旋;n.搓,扭拧;怪癖
procrastinate  v.耽搁,拖延
tiff  n.吵嘴,呕气
unite  v.联合
nuance  n.细微的差异
bush  n.灌木(丛)
muse  vi.沉思，默想，冥想
combat  n./v.战斗,搏斗
unity  n.团结；统一，一致，整体
pursue  v.追赶，追踪；继续，从事
choreography  n.舞蹈；舞蹈编排
eviction  n.(对房客或佃户的)驱逐
busy  a.忙的
bust  n.半身(雕)像
remuneration  n.酬劳,赔偿,酬金
rationality  n.合理性
measurable  adj.可测量的,可度量的
elevation  n.高度；标高；隆肿
burn  v.烧
wring  vt.拧，挤，扭，榨
long-range  adj.远程的,长期的
countryside  n.乡下地方
automatic  a.自动的,无意识的;n.小型自动武器
doubtful  a.怀疑的,有疑问的
consecutive  a.连续的,连贯的
dexterity  n.纯熟,灵巧
pebble  n.卵石
bury  v.埋葬
changeable  adj.变化的
drainage  n.排水；下水道
tidy  a.整洁的,有条理的
indecipherable  adj.无法破译的
quietly  adv.安静地，静静地
moderately  ad.适度地，适中
proscribe  v.禁止
marry  v.结婚；娶
offbeat  adj.不规则的,不平常的
advertising  adj.广告的
grieve  v.(使)悲痛,(使)伤心
oversight  n.监视，疏忽
kaleidoscopic  adj.千变万化的
rendezvous  n.约会；约会地点
camaraderie  n.同志情谊(good-fellowship)
gaucheness  n.不文雅的举止
welcome  int.欢迎n.&vt.欢迎
marsh  n.沼泽地，湿地
instate  v.任命
chaos  n.混乱,纷乱
separately  ad.分离地
abundant  a.大量(充足)的；(in)丰富(富裕)的
disgraceful  adj.耻辱的，受辱的
herewith  adv.与此一道
forecast  vt./n.预报,预测
mute  a.哑的，缄默的n.哑巴；弱音器v.减弱…的声音
deteriorate  v.恶化,败坏
input  n./v.输入
sopping  adj.浑身湿透的
reassurance  n.安慰(的话),放心
volt  n.伏特
satirize  v.讽刺
difference  n.差别
must  v.aux.必须
molecule  n.分子
butt  n.大酒桶，桶
resign  vi.辞职;vt.放弃,辞去;(to)使顺从
grandstand  n.大看台;v.哗众取宠
bathe  v.沐浴
chary  adj.小心的,审慎的
estranged  a.疏远的，分开的，分离的
chivalrous  adj.武士精神的,对女人彬彬有礼的
reside  vi.居住，驻扎；属于
drunkard  n.醉鬼
hibernate  v.冬眠,蛰伏
chase  v./n.追逐,追赶;雕镂
accident  n.意外；偶然事故
anyway  ad.不管怎么说，无论如何；不论以何种方式
ravine  n.深谷,峡谷
lectern  n.教堂里的读经台
chasm  n.深渊(abyss),大沟;大差别
defense  n.防御,防护
overreach  v.做事过头
spoonful  adj.一匙的量
reprobate  v.谴责,指责;adj./n.堕落的(人)
knight  n.骑士，武士；爵士
dissertation  n.专题论文
currency  n.通货，货币
canal  n.运河,河渠,动植物体内的管道
inclement  adj.(天气)严酷的；严厉的
internment  n.拘禁(注意:internship实习期)
guileless  adj.厚道的,老实的
refresh  v.(使)精神振作，(使)精力恢复
inhibit  v.抑制
entirely  adv.完全地，彻底地
yaw  v.(船,飞机等)偏航
fecundity  n.多产,富饶;繁殖力,生殖力
disparate  adj.迥然不同的
charm  n./v.吸引力,可爱之处,迷人,施魔法
tragedy  n.悲剧；惨事，灾难
largesse  n.慷慨援助；施舍
oxide  n.氧化物
extensively  adv.广泛地
miniature  n.缩小的模型，缩图a.微型的，缩小的
antagonize  v.使对抗;与...对抗
chart  n.海图,图表
precursory  adj.先驱的
till  prep.直到，直到…为止，与until意思相同
attend  vt.出席
antagonism  n.反对,不喜欢
shovel  n.铁锨,铲;vt.铲起
inferiority  n.劣势
tilt  vt./vi.(使)倾斜;n.倾斜,斜坡
antagonist  n.对手，敌手
dispirited  adj.心灰意懒的
off-key  adj.走调的,不和谐的
alternation  n.改变，变更
basically  ad.基本上
tile  n.瓦片，瓷砖vt.铺瓦于，贴砖于
avenue  n.林荫路，大街；(比喻)途径，渠道，方法
immense  a.广大的,巨大的
advantageous  a.有利的，有助的
definite  a.明确的；一定的；意志坚强的，立场坚定的
pariah  n.贱民,被社会遗弃者
dermatologist  n.皮肤病专家
adapt  vt.使适应；使适合
conflate  v.合并
batch  n.一批，一炉
cheerful  a.快乐的，愉快的
luminous  a.发光的；光明的
chalk  n.粉笔，白垩
check-out  n.结帐，离店时限
scotch  n.苏格兰
basement  n.底层,地下室
chant  n.圣歌;v.歌唱或背诵
raillery  n.善意的嘲弄
plural  a.复数的n.复数
effort  n.努力
tint  n.色泽;v.给...淡淡地着色
faddish  adj.流行一时的,时尚的
partiality  n.偏袒,偏心
vote  n.投票，表决；选票，选票数v.投票，表决
cower  v.畏缩,蜷缩
syllogism  n.三段论法
ravish  v.迷住；强夺
cuddle  v./n.搂抱,拥抱
yes  ad.是
loathe  v.憎恨,厌恶
yet  conj.然而ad.至今
technician  n.技术人员
contentious  adj.好辩的,善争吵的
sepulchral  adj.坟墓的,阴深的
inasmuch  ad.因为，由于
convalescence  n.病后康复期
rakish  adj.潇洒的,放荡的
initially  ad.最初，开始
time  n.时间
buzz  v./n.嗡嗡叫;匆忙行走;耳鸣
viaduct  n.高架桥
vortex  n.漩涡,旋风
analgesic  n.镇痛剂;adj.止痛的
happy  a.幸福的
analgesia  n.无痛觉，痛觉丧失
offence  n.犯罪，犯规；冒犯
deletion  n.删除
carbon  n.碳
plinth  n.柱脚,底座
odour  n.气味,臭气
desiccated  adj.干燥的
evenly  ad.一致地，平静地
labile  adj.不稳定的
tackiness  n.胶粘性
slaver  v.流口水,奉承;n.口水
nugatory  adj.无价值的,琐碎的
supreme  a.最高的,最大的;极度的
philosophy  n.哲学，哲理，人生观，价值观，世界观
slope  n.斜线,斜度;倾斜面,斜坡
blatant  adj.喧哗的；显眼的
terrific  a.可怕的;非常的
tiny  a.很少的
nauseate  v.使作呕,使厌恶
niche  n.(放艺术品等的)壁龛；合适的位置
throttle  v.掐脖子；扼杀;n.节流阀
stubborn  a.顽固的;难对付的
tourism  n.旅游事业
glorify  vt.赞美(上帝)；颂扬
layer  n.层
triangle  n.三角,三角形,三角关系
tourist  n.旅行者
sanitation  n.(公共)卫生
bucolic  adj.乡村的；牧羊的
attest  (to)v.证明
sartorial  adj.裁缝的,缝制的
berate  v.猛烈责骂
entice  v.怂恿,引诱
tire  v.(使)疲倦，(使)厌倦n.(=tyre)轮胎，车胎
deficient  a.缺乏的；欠缺的
impropriety  n.不正当(的行为)
chain  n.链(条)；(pl.)镣铐；一连串v.用链条拴住
efficient  a.能胜任的,效率高的
entirety  n.全部
torso  n.(人体的)躯干；躯干像
chair  n.椅子
unify  v.统一,使成一体;使相同
tennis  n.网球
sword  n.剑，刀；武力
garrulous  adj.唠叨的,多话的
earnings  n.工资，收入；收益
garden  n.花园
trinket  n.小装饰品；不值钱的珠宝
peremptory  adj.不容反抗的;专横的
playwright  n.剧作家
bumpy  adj.颠簸不平的
emphasis  n.强调，重点
potential  a.可能的,潜在的;n.潜能;潜力
vestigial  adj.退化的
microeconomics  n.微观经济学
lounge  vi.懒洋洋地倚、躺;闲逛;n.懒洋洋的姿势;休息室
resist  v.抵抗，反抗；抗，忍得住，抵制
discriminatory  n.歧视的,差别待遇的
incarnate  adj.具有肉体的；化身的
history  n.历史
extrapolate  v.预测,推测
careless  a.粗心的
twice  ad.两次
counteract  v.消除,抵消
condor  n.秃鹰;神鹰
evocative  adj.唤起的；激起的
conventionality  n.陈规陋习；因袭传统
distortion  n.弄歪，歪曲；畸变
eulogistic  adj.颂扬的,歌功颂德的
stipend  n.薪俸,养老金
point  n.点v.指向；指出
attachment  n.连接物，附件；爱慕
evanescent  adj.迅速消失的,短暂的
dimension  n.尺寸,尺度,大小
artisan  n.技工
sprout  vt./vi.发芽,开始生长;发展
hereafter  adv.此后
fugitive  adj.逃亡的；易逝的;n.逃犯,逃亡者
alternative  n.二选一；供选择的东西；取舍a.二选一的
banner  n.旗
workmanship  n.工艺，手艺
prairie  n.大草原，牧场
approve  v.(of)赞成，赞许，同意；批准，审议，通过
valued  adj.宝贵的
asunder  a./adv.分离的；化为碎片
chafe  v.摩擦生热;擦痛;激怒
abrogation  n.取消，废除
chaff  n.谷物的皮壳,米糠
lurch  n.突然向前或旁边倒；v.蹒跚而行
tenable  adj.站得住脚的,无懈可击的
blacksmith  n.铁匠，锻工
foregoing  adj.先行的，上述的
vitreous  adj.玻璃的,玻璃状的
killer  n.杀人者，杀手
you  pron.你；你们
safely  ad.安全地；可靠地
edict  n.法令；命令
active  a.活动的；活跃的
opportunity  n.机会
fleshy  adj.肉的
dissolute  adj.放荡的,无节制的
court  n.法院v.求爱
misuse  v.误用;n.用错,滥用
subsidiary  a.辅助的,补充的;次要的,附属的;n.子公司,附属机构
entreat  vt.&vi.恳求
diurnal  adj.白昼的,白天的
papyrus  n.莎草,莎草纸
outland  n.偏僻地区
gaunt  adj.憔悴的,瘦削的
precipitous  adj.陡峭的；仓促的
agile  adj.敏捷的,灵活的
bulky  adj.庞大的，笨重的
secluded  adj.隐遁的,隔绝的
mirror  n.镜子
depict  vt.描绘,描写
obstruction  n.妨碍，障碍物
edify  v.陶冶,启发
perennial  adj.终年的；永久的
sceptical  adj.怀疑的,不相信的
secede  v.正式脱离或退出(组织)
affix  v.粘上,贴上;在合同上添写某事物;n.词缀
assembly  n.集合；会议；装配；(美)洲议会的众议院
gradation  n.渐变;阶段,等级
bully  v.以强欺弱,威胁;n.欺负别人者
terrapin  n.泥龟,水龟
etching  n.蚀刻术;蚀刻板画
expository  adj.说明的
assemble  v.聚集;装配
march  v.前进;n.三月
inaugural  adj.开幕的
thrive  vi.繁荣,兴旺
lumberjack  n.伐木工
ejaculate  v.突然叫出或说出,射出
exportation  n.出口
celebrity  n.名声,知名人士
archaeologist  n.考古学家
dispatch  v./n.(=despatch)派遣,发送,迅速办理,急件
spangle  n.(缝在衣服上的)金属片;v.闪光
Monday  n.星期一
sometimes  ad.不时；有时
corpus  n.全集,全部资料
promise  v.允诺；答应
bulge  v./n.膨胀,鼓起
waffle  n.蛋奶烘饼;v.胡扯,唠叨
vacuous  adj.发呆的,愚笨的
baron  n.男爵；贵族；巨商
concave  adj.凹的
enactment  n.颁布,扮演
count  v.统计
prerequisite  n.先决条件
gobble  v.贪婪地吃,吞没
succulent  adj.多汁的
thereof  ad.它的，其；由此
dietetics  n.饮食学,营养学
probity  n.刚直,正直
unadulterated  adj.没有搀杂的,纯的
entomology  n.昆虫学
auditorium  n.观众席，听众席；会堂，礼堂
upbraid  v.斥责,责骂
beginning  n.开始，开端；起源，早期阶段
thereon  adv.关于那
lurid  adj.耀眼的;骇人听闻的
preempt  v.以先买权取得；取代
corroborate  v.支持或证实；强化
soften  vt.使软化vi.变软弱
trickle  v./n.(使)滴流,(使)细流
checkered  adj.盛衰无常的
outward  a.外面的，公开的，向外的ad.向外，在外n.外表
atone  v.赎罪,补偿
notice  n.通知v.注意到
bloody  a.流血的，血腥的
disparage  v.贬抑,轻蔑
grandson  n.孙子；外孙子
sleazy  adj.邋遢的,格调低下的
tangible  adj.可触摸的
approximately  ad.近似地，大约
encouragement  n.鼓舞，鼓励
spectacular  a.壮观的
tuber  n.块茎,球根
slapdash  adv./adj.马虎地(的)
muscular  a.肌肉的;肌肉发达的;强有力的
ransom  n.赎金；赎身;v.赎回
mulct  n.罚金;v.处以罚金;诈取,诈骗
incubus  n.恶梦,梦魇般的精神压力,负担
topsy-turvy  adj.颠倒的,混乱的
